RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9454,37845787,Surname_9454,701,Germany,Male,59.0,3,116105.78537941938,3,0,0,76928.89300494982,1
9455,10086589,Surname_9455,384,Germany,Male,47.0,5,209607.3603817441,4,0,1,41359.33645733883,1
9456,57927369,Surname_9456,593,Germany,,37.0,3,114070.0036694965,3,1,1,98005.12922972039,0
9457,54648818,Surname_9457,379,Germany,Female,46.0,5,75517.53565905226,2,1,1,138480.23224717448,0
9458,13588362,Surname_9458,511,France,Male,36.0,9,174841.554852073,3,0,0,83444.54217810922,0
9459,21680874,Surname_9459,383,Spain,Female,44.0,0,11690.06237588141,3,1,1,135439.22718470538,1
9460,63115486,Surname_9460,824,Germany,Male,43.0,6,44000.38958331154,1,1,1,82696.52000837681,1
9461,29904644,Surname_9461,721,Spain,Female,39.0,3,223774.98514767352,3,0,0,74567.00800731467,1
9462,27543307,Surname_9462,637,France,Male,44.0,5,21545.46954716291,1,0,1,54587.14952747454,1
9463,57028140,Surname_9463,599,Spain,Female,25.0,3,130418.53985925611,1,0,0,26157.58638815485,1
9464,53690898,Surname_9464,828,France,Male,36.0,6,106695.56416124245,2,0,1,30304.581408837625,1
9465,53842102,Surname_9465,444,Germany,Male,41.0,6,15654.864865312757,4,1,0,143711.24174746248,0
9466,52184757,Surname_9466,784,Spain,Male,18.0,2,75669.7705805901,3,0,1,26501.6937466423,1
9467,71715620,Surname_9467,447,Spain,Female,24.0,1,97490.20655462914,1,0,0,18662.06345890875,1
9468,74674622,Surname_9468,423,France,Male,53.0,3,75034.51843356054,2,0,1,93518.58422311344,0
9469,88493963,Surname_9469,770,Spain,Male,47.0,7,63925.09620226619,3,1,0,119061.46155044675,0
9470,72381286,Surname_9470,737,Spain,Female,23.0,0,41110.27944436463,1,1,1,109388.07829513094,0
9471,15237702,Surname_9471,437,Germany,,55.0,6,192068.26881974243,4,1,0,117778.77862741021,1
9472,59206470,Surname_9472,711,Germany,Female,19.0,1,64763.497750882,4,1,0,109271.63810247838,1
9473,21019256,Surname_9473,811,France,Female,34.0,6,242941.24469351934,2,1,0,68865.55529185236,0
9474,88282399,Surname_9474,700,France,Female,54.0,0,193853.19636884044,1,1,1,24100.89712963473,1
9475,27600865,Surname_9475,495,Spain,Male,20.0,8,43760.61882911511,3,0,0,31711.30700384473,0
9476,23341916,Surname_9476,770,Spain,Male,29.0,1,15171.429120500874,1,0,0,118101.43948092319,0
9477,10261455,Surname_9477,848,Spain,Male,28.0,8,42744.22461826704,4,1,1,30472.572535613,1
9478,51305227,Surname_9478,783,Germany,Female,50.0,3,144216.03662466203,1,1,0,71856.44707208723,1
9479,85487725,Surname_9479,609,Spain,Female,22.0,5,166642.5045855869,1,1,0,138105.64350167854,0
9480,38132572,Surname_9480,650,France,Female,50.0,1,3660.7871590801365,2,1,1,35179.9693089888,1
9481,48487314,Surname_9481,604,Spain,Male,18.0,4,137760.06597993668,2,1,0,55643.400952514115,0
9482,59914142,Surname_9482,781,France,Female,47.0,4,137832.94947518106,1,1,1,134421.905979408,0
9483,76219883,Surname_9483,748,Germany,Female,49.0,4,246660.72566642775,1,0,1,25614.424808938424,0
9484,92912474,Surname_9484,833,France,Female,45.0,1,70499.39436216454,1,1,0,126369.62353768529,0
9485,65515075,Surname_9485,690,Germany,Female,48.0,5,188160.53116036844,1,1,1,90564.63989842538,1
9486,89354466,Surname_9486,448,Spain,Male,38.0,8,89438.73840387665,4,0,0,65969.46059124576,0
9487,99910598,Surname_9487,394,Spain,Male,38.0,7,184315.8865956177,1,0,1,41136.25160264247,0
9488,30994646,Surname_9488,739,Germany,Male,59.0,1,100369.67375044922,3,1,0,19549.254735334594,1
9489,88605513,Surname_9489,464,France,Female,30.0,3,244358.59455072207,2,0,1,102154.46754853752,0
9490,63100217,Surname_9490,610,Germany,Female,58.0,0,77926.46486071766,2,1,0,128309.44568038256,0
9491,28516472,Surname_9491,563,Germany,Male,54.0,5,233593.25801342563,3,0,0,66779.53994192166,0
9492,58960580,Surname_9492,812,Germany,Female,26.0,1,170822.90922758053,1,0,0,139670.85689784095,0
9493,17693613,Surname_9493,684,Germany,Female,56.0,3,64817.00217661657,2,0,0,139355.1612278753,0
9494,17995135,Surname_9494,780,Germany,Male,44.0,8,86288.36879769147,3,1,1,40056.72533375712,0
9495,72353233,Surname_9495,723,France,Male,25.0,3,239905.1617999073,3,0,1,11543.027154015852,1
9496,24583764,Surname_9496,514,Germany,Male,54.0,1,50548.785195490775,1,0,1,15517.979263441428,1
9497,45721547,Surname_9497,460,France,Female,33.0,0,130486.50259358794,2,1,1,18295.612056799444,1
9498,39818915,Surname_9498,430,Germany,Male,27.0,1,25440.72384216503,3,0,1,119352.21226994252,0
9499,14417532,Surname_9499,471,Spain,Male,26.0,2,165003.76253835627,2,0,1,22054.86915193579,0
9500,45739885,Surname_9500,765,France,Female,54.0,9,60912.43830842363,3,1,0,133945.6507770905,0
9501,84988493,Surname_9501,684,Spain,Male,40.0,9,39536.488207706054,2,0,0,146260.84439270577,1
9502,93135931,Surname_9502,622,Spain,Female,25.0,1,2452.4868391757605,1,1,1,48823.41740317819,0
9503,68634981,Surname_9503,705,Germany,Female,42.0,2,43933.491232256536,1,0,0,134433.44639501988,1
9504,50526598,Surname_9504,442,Spain,Male,31.0,9,102915.08128905644,2,1,0,37581.28362724644,0
9505,18142467,Surname_9505,810,Germany,Male,49.0,6,61835.46405957091,2,1,0,27525.577981732957,1
9506,47314333,Surname_9506,422,Germany,Female,29.0,5,198541.34830732696,1,0,1,121407.75717144333,1
9507,10555873,Surname_9507,520,Spain,Male,38.0,5,62416.7960051806,2,1,1,87453.48953892129,0
9508,30860990,Surname_9508,584,Germany,Male,52.0,6,247793.33105843415,1,0,1,85775.0806737717,1
9509,23354972,Surname_9509,771,Germany,Female,20.0,7,123662.41456468918,3,0,0,114897.11155490357,1
9510,63247739,Surname_9510,838,Spain,Male,41.0,3,120567.75620168992,2,0,1,23784.247286789236,0
9511,90682211,Surname_9511,501,France,Male,57.0,2,171108.83180465392,3,1,0,57294.14990136537,1
9512,18994380,Surname_9512,636,Germany,Male,21.0,5,190489.44517993458,4,0,0,65198.608692338865,1
9513,14287119,Surname_9513,429,Germany,Female,28.0,2,177957.0919833334,2,0,1,33606.405349508255,0
9514,91511315,Surname_9514,524,Germany,Male,46.0,9,132798.731940156,4,0,0,34498.400883856644,1
9515,76303702,Surname_9515,832,Spain,Male,30.0,4,227710.32236418076,4,1,0,13390.717392971717,1
9516,60050056,Surname_9516,512,Spain,Female,19.0,1,126838.46642470178,2,0,0,97779.17716080775,1
9517,83593702,Surname_9517,788,France,Male,46.0,8,172286.24516419854,3,0,0,33120.23010545113,1
9518,49397456,Surname_9518,684,Germany,Male,42.0,4,199872.7990018762,2,0,1,101454.1159173039,0
9519,48169098,Surname_9519,430,Spain,Male,22.0,9,73565.07942390417,3,1,1,78414.6542812578,1
9520,15016270,Surname_9520,651,Germany,Female,40.0,9,139941.0376842778,4,1,0,84643.13655285508,1
9521,70952182,Surname_9521,822,France,Male,27.0,9,151994.18884267076,4,1,1,103030.1806747861,0
9522,47838736,Surname_9522,652,France,Male,52.0,4,38667.38087399932,2,1,1,56276.50129664776,1
9523,16389113,Surname_9523,798,France,Male,57.0,2,205258.90124089655,2,0,0,52325.07989963325,1
9524,14639099,Surname_9524,561,France,Female,53.0,7,63457.03502432712,3,0,1,101589.96308722804,0
9525,22807979,Surname_9525,387,Germany,Female,29.0,0,92408.69713673972,2,0,0,98308.07383411672,1
9526,61606361,Surname_9526,671,France,Female,51.0,5,56949.777150885726,1,1,1,123805.97250103086,0
9527,37247934,Surname_9527,632,Spain,Female,36.0,9,78412.7329513164,3,1,0,106233.3106159537,0
9528,35620399,Surname_9528,412,France,Male,58.0,4,152982.3360813604,4,1,0,147359.20499409686,1
9529,97244254,Surname_9529,611,Germany,,45.0,5,74831.33831160738,4,1,0,110552.93705862273,0
9530,77743930,Surname_9530,680,Spain,Female,26.0,4,134672.71797998008,1,1,0,94931.7672771855,0
9531,42406951,Surname_9531,510,Germany,Female,38.0,6,155597.03261931005,4,0,1,58751.47095448874,1
9532,43320468,Surname_9532,675,Germany,Female,32.0,3,10494.574680899066,1,0,1,61391.03481837756,0
9533,96406035,Surname_9533,671,Germany,Female,47.0,3,180252.24479638238,3,1,0,58233.781778478166,1
9534,39631075,Surname_9534,717,Spain,Male,20.0,3,117744.6808904738,3,0,1,64837.27241726864,0
9535,61835400,Surname_9535,721,France,Female,48.0,6,166800.18078419336,1,0,1,91723.85977325538,0
9536,14586407,Surname_9536,795,Spain,Male,37.0,7,127492.36831602755,2,1,0,29184.815081970068,0
9537,48465895,Surname_9537,605,Germany,Female,53.0,3,24504.319233291273,3,0,1,73562.35602305205,1
9538,66878950,Surname_9538,554,Spain,Male,42.0,3,52950.790651862146,1,0,1,110413.24312890727,0
9539,12401832,Surname_9539,745,Germany,Male,54.0,4,16459.485414628107,2,1,0,148995.51527627851,0
9540,88683619,Surname_9540,834,Germany,Male,31.0,6,16797.069144400433,1,1,0,41995.246846212605,0
9541,47539014,Surname_9541,706,Spain,Female,41.0,0,153811.62765428468,2,0,0,43507.41175316385,0
9542,32776785,Surname_9542,645,Spain,Female,40.0,3,240908.77318801684,3,0,1,144182.5185145237,0
9543,42380527,Surname_9543,719,Spain,Male,30.0,2,129357.98090797398,1,0,0,28630.91624363262,1
9544,32460822,Surname_9544,416,Germany,Female,21.0,2,10951.980461345212,3,0,0,64764.26442292628,1
9545,56240186,Surname_9545,477,Germany,,39.0,3,143668.47542368076,2,0,1,118965.31350741188,0
9546,29766300,Surname_9546,626,Spain,Male,56.0,3,40423.03457263727,2,1,0,13209.134445701196,1
9547,35784935,Surname_9547,398,France,Female,24.0,3,216905.7157914725,2,0,1,55053.38895041182,1
9548,37318619,Surname_9548,754,Germany,Male,58.0,6,107173.01612018165,4,1,0,29816.65829074556,0
9549,10968829,Surname_9549,389,Spain,Male,26.0,1,115628.3270752591,3,0,0,77414.71879009095,0
9550,90512910,Surname_9550,793,Germany,Male,44.0,1,164187.1690389606,4,0,0,79650.39358594081,1
9551,27212112,Surname_9551,737,Germany,Male,30.0,3,55795.02544967108,4,1,1,71032.72597899911,1
9552,19234127,Surname_9552,683,Spain,Female,22.0,0,145589.546384358,4,0,1,84486.04173688326,0
9553,88477973,Surname_9553,588,Spain,Female,58.0,7,111835.81529186148,3,0,1,30417.247740824896,1
9554,25498118,Surname_9554,543,Spain,Female,24.0,4,204752.53771207965,4,1,0,93546.07596995326,1
9555,30142689,Surname_9555,365,Spain,Male,55.0,8,249730.19329166744,4,1,1,131388.59275422018,1
9556,86397435,Surname_9556,806,France,Female,50.0,5,20799.5961304695,2,1,0,142549.48428463616,0
9557,11225035,Surname_9557,800,Spain,,56.0,0,58237.098310779445,2,1,0,56231.33065915882,1
9558,72220371,Surname_9558,790,Germany,Female,50.0,4,46795.36797147907,1,0,0,20036.511663790705,1
9559,82500779,Surname_9559,713,Spain,Male,57.0,8,207269.8851051374,2,0,0,77873.92750648112,0
9560,10597126,Surname_9560,832,Germany,Male,40.0,3,74498.82743581512,1,0,1,91075.28587552781,0
9561,28866437,Surname_9561,618,France,Male,38.0,0,171575.02631514292,3,1,0,102906.3552976746,0
9562,58976897,Surname_9562,403,Germany,Female,28.0,2,54421.04296680195,3,0,1,85779.15516479374,1
9563,34109666,Surname_9563,508,Germany,Male,24.0,6,194442.1518255248,3,0,1,51447.056524864325,1
9564,89794385,Surname_9564,780,France,Female,44.0,0,10187.62824225053,2,0,1,119385.55946808167,0
9565,54987630,Surname_9565,397,Spain,Female,28.0,8,209986.2371559732,4,1,0,81345.4342282145,0
9566,43620733,Surname_9566,803,Germany,Female,19.0,3,115886.54359474545,2,0,0,34207.7558829207,0
9567,38032436,Surname_9567,641,Germany,Female,22.0,4,206992.47087912372,4,0,1,118090.88867010869,1
9568,22350173,Surname_9568,770,Spain,Female,25.0,0,62255.28501579594,2,1,1,87397.48596994129,1
9569,19592587,Surname_9569,816,France,Male,19.0,0,138230.5040123178,3,1,1,34704.87089487715,0
9570,18823530,Surname_9570,684,France,,34.0,3,36539.08735985168,4,1,0,70133.96599682406,1
9571,17437768,Surname_9571,496,Spain,Female,18.0,0,62467.371786647855,4,1,1,83287.16287036831,0
9572,15600543,Surname_9572,423,Spain,Female,30.0,4,45273.60497762215,1,1,1,33078.630944471966,1
9573,66709466,Surname_9573,775,France,Female,36.0,1,223298.75758909853,3,1,1,29547.330180177563,0
9574,75718805,Surname_9574,400,Spain,Female,44.0,7,248788.92118268803,1,1,1,51099.781410934025,0
9575,26833692,Surname_9575,812,Spain,Male,24.0,6,121147.63948906743,4,0,0,61573.980233286784,0
9576,45866061,Surname_9576,613,Germany,Male,47.0,0,125067.54332492522,3,1,1,121831.31950540241,0
9577,99649768,Surname_9577,787,Germany,Male,43.0,3,179645.69852024596,1,0,1,103106.11084336956,0
9578,82402625,Surname_9578,788,Spain,Female,40.0,7,139399.9447891078,1,1,1,67843.84062215444,0
9579,19116468,Surname_9579,454,France,Male,37.0,8,13281.909291198435,3,0,1,92923.92807975998,1
9580,58566345,Surname_9580,812,Spain,Female,18.0,6,187564.44456177164,2,0,0,109505.10230842036,0
9581,52882660,Surname_9581,368,Spain,Male,31.0,4,45084.424325601976,2,0,0,15111.229674608077,1
9582,25457618,Surname_9582,417,France,Female,35.0,0,202256.12836135773,1,1,1,10781.379486281794,1
9583,96162472,Surname_9583,599,Germany,Male,59.0,4,229289.89739931826,4,1,1,35353.54771405789,0
9584,42645773,Surname_9584,616,France,Male,56.0,9,286.63772098530546,1,1,0,143133.5394494201,0
9585,39772307,Surname_9585,390,Spain,Male,27.0,3,67046.34288433239,2,0,1,45447.91435691662,0
9586,23501535,Surname_9586,454,Spain,Female,23.0,2,130191.35228377683,3,1,1,140686.99105055374,0
9587,68111858,Surname_9587,543,Germany,Male,28.0,4,114558.0362195923,3,0,0,93542.54033832399,1
9588,33479404,Surname_9588,455,Germany,Female,33.0,2,533.8774358747967,4,1,1,52137.646051536365,0
9589,26652021,Surname_9589,422,Germany,Female,22.0,0,77841.92689594682,1,0,1,70070.42632294746,1
9590,46622149,Surname_9590,497,France,Male,58.0,1,78798.63087975011,4,1,1,41593.91642999495,0
9591,62336204,Surname_9591,609,France,Male,20.0,6,127207.97974050413,4,0,0,75666.24028437173,1
9592,13902592,Surname_9592,377,France,Male,48.0,9,248624.2882070447,3,1,0,41836.617994839646,1
9593,41997197,Surname_9593,688,Germany,,30.0,9,190037.99025227362,2,0,0,119379.22800595203,1
9594,49408633,Surname_9594,521,Germany,Male,55.0,9,62127.40671140371,4,1,1,111945.75354041769,0
9595,78543732,Surname_9595,465,Germany,Female,54.0,3,114979.98383804991,1,0,1,17955.674272617027,1
9596,79929882,Surname_9596,522,Spain,Male,22.0,5,232389.33303100138,1,0,0,119645.98784946736,0
9597,50977965,Surname_9597,411,France,Male,48.0,1,38226.5826762711,2,0,1,65440.99457791319,0
9598,19862940,Surname_9598,734,France,Male,48.0,4,103952.9483815935,3,0,0,67172.33416831028,1
9599,81124963,Surname_9599,692,Spain,Male,35.0,8,181998.61006994342,2,1,0,17712.159733337478,1
9600,55346193,Surname_9600,724,Spain,Female,49.0,0,241949.71444924775,4,1,1,21573.424034410218,0
9601,85140783,Surname_9601,680,Spain,Male,22.0,5,220357.08676467353,2,1,1,62209.90356039558,1
9602,19524215,Surname_9602,639,Germany,Male,38.0,2,96762.54462840362,4,1,0,130690.13472941655,0
9603,18421137,Surname_9603,377,Spain,Male,31.0,3,136996.75876224381,1,0,1,28715.50362394424,0
9604,21503838,Surname_9604,462,France,Female,26.0,4,218306.04805266415,4,0,1,103144.06182719811,0
9605,99413596,Surname_9605,660,France,Female,37.0,9,15226.30073551709,2,0,0,54744.66969333131,0
9606,75594652,Surname_9606,777,Germany,Male,24.0,7,177663.76442151147,3,0,0,22420.101445956945,0
9607,25073328,Surname_9607,818,Germany,Male,47.0,5,111615.2262098196,4,1,0,53528.76975986034,1
9608,12433836,Surname_9608,842,France,Female,49.0,4,133065.41848295988,1,0,0,139835.51522026962,1
9609,47811393,Surname_9609,481,Germany,Male,47.0,7,39656.46053469718,1,0,1,32945.00200598821,0
9610,15651844,Surname_9610,727,Spain,Female,43.0,1,23290.08460727311,1,1,0,132288.88377059414,1
9611,14383072,Surname_9611,625,France,Female,43.0,4,216222.3956928704,4,0,0,51548.684440815494,0
9612,65072016,Surname_9612,757,France,Male,39.0,5,13050.315326859934,3,0,1,69534.02946216287,1
9613,60840710,Surname_9613,520,Spain,Female,18.0,6,221153.60053315735,2,1,1,112913.6420603459,0
9614,20474486,Surname_9614,536,France,Male,39.0,8,1645.1211897638984,3,1,0,123882.41535116131,0
9615,57653881,Surname_9615,562,Germany,Male,53.0,9,44426.04998150665,1,0,1,74945.79825257295,1
9616,62973692,Surname_9616,643,Spain,,23.0,1,203331.61613482796,4,0,1,35617.514477612945,0
9617,75193635,Surname_9617,590,Germany,Female,42.0,0,234450.32125135587,2,1,1,39967.698802713254,0
9618,92085692,Surname_9618,424,Spain,Female,49.0,3,224725.59118209837,3,0,1,138497.24984332762,0
9619,73250177,Surname_9619,669,Germany,Male,20.0,9,223290.93672507204,1,0,1,60716.54743366767,1
9620,77501079,Surname_9620,375,Spain,Female,54.0,7,28789.009090637195,4,0,1,84765.60981962971,1
9621,55744484,Surname_9621,607,France,Female,35.0,8,108316.37281116987,3,0,0,22346.047438745445,0
9622,94133177,Surname_9622,845,Spain,Male,31.0,7,81195.5849525157,4,0,1,52113.019586742244,0
9623,58128097,Surname_9623,521,France,Female,35.0,9,111139.52966002336,1,1,0,42552.435872672715,1
9624,95267594,Surname_9624,841,Germany,Male,19.0,3,152819.64953851732,3,1,1,89078.73692206747,1
9625,12412765,Surname_9625,843,France,Male,24.0,8,110711.73244458895,3,1,0,69549.17797196907,0
9626,67328072,Surname_9626,556,Spain,Male,23.0,9,1942.6981401376997,3,1,0,74736.28901395784,1
9627,65423734,Surname_9627,684,France,,34.0,8,203012.20349180017,3,1,1,125152.03813273666,0
9628,76359156,Surname_9628,535,Germany,Male,42.0,2,10822.973754184895,4,0,1,25319.669794685677,1
9629,96687970,Surname_9629,737,Germany,Male,36.0,6,112891.1188018964,1,1,1,65136.69004121462,1
9630,74704378,Surname_9630,546,Spain,Female,53.0,3,243951.9269864582,4,0,1,76497.19601363911,1
9631,97805762,Surname_9631,760,Germany,Female,24.0,2,206900.06165652385,3,0,1,81651.72719538558,1
9632,16765590,Surname_9632,453,Spain,Female,55.0,5,20463.737050901625,2,0,1,97230.01637695663,1
9633,23148268,Surname_9633,485,Spain,Female,44.0,7,89098.8657226428,1,1,1,147998.47611666512,0
9634,85281060,Surname_9634,421,Spain,Female,26.0,8,3368.119355564331,1,1,0,109539.3421172237,0
9635,66539286,Surname_9635,355,France,Male,59.0,4,158836.5558874002,3,1,0,24033.057587867945,0
9636,25936440,Surname_9636,757,Spain,Male,39.0,1,163239.68086653494,2,1,1,114476.46630234392,0
9637,42803569,Surname_9637,793,Germany,Female,56.0,4,221508.72798736938,3,1,1,63140.18789943635,0
9638,86235022,Surname_9638,385,Spain,Female,28.0,4,218458.94974945218,4,0,1,113201.8578266758,0
9639,82055869,Surname_9639,462,Germany,Female,18.0,4,105041.4812824296,4,1,0,79530.40378910578,1
9640,46512114,Surname_9640,357,Germany,Male,48.0,8,153811.71756995877,1,1,1,94812.00691378662,0
9641,94118025,Surname_9641,531,Spain,Female,54.0,2,242766.68889061018,1,1,0,28907.473357838106,0
9642,40499169,Surname_9642,421,Spain,Female,26.0,7,196350.85475300218,1,1,0,85150.11448942,1
9643,89330958,Surname_9643,615,Spain,Male,45.0,3,91171.68436654106,3,0,1,65191.26363857181,0
9644,54115921,Surname_9644,719,Spain,Female,43.0,9,98222.09788493214,3,1,1,59526.48047829618,0
9645,88935592,Surname_9645,694,Germany,Female,48.0,3,124314.23952167197,1,1,1,53840.972277580644,0
9646,58018002,Surname_9646,401,France,Male,43.0,2,92831.8771191711,4,1,0,60488.134156374945,1
9647,73546793,Surname_9647,839,France,Male,28.0,2,21373.38508843403,1,1,1,36641.6694433191,1
9648,32535302,Surname_9648,817,Spain,Female,23.0,3,70561.03453249432,4,1,1,61473.55103149906,1
9649,58588137,Surname_9649,591,France,Male,31.0,2,201174.29368870053,2,1,0,78096.27498928827,0
9650,88985876,Surname_9650,637,Spain,Male,35.0,1,80233.64014267085,2,0,1,44175.434874367864,0
9651,48586193,Surname_9651,578,France,Male,34.0,5,243612.449920754,4,1,1,11710.84539203317,1
9652,21421215,Surname_9652,643,France,Male,43.0,9,209626.7943550226,1,0,0,127404.68142481618,0
9653,56858619,Surname_9653,739,Germany,Female,53.0,3,127229.03766651927,2,0,0,18033.355718309656,1
9654,57719537,Surname_9654,555,France,Male,34.0,3,226071.14602481193,1,0,1,108636.61331759793,1
9655,67882914,Surname_9655,531,France,Female,24.0,9,241467.34597593136,2,1,0,133045.74082348763,1
9656,99977886,Surname_9656,383,Germany,Female,42.0,0,240700.6893266282,4,0,0,18446.55347789836,1
9657,83045783,Surname_9657,433,France,Male,32.0,5,149049.00853314064,2,0,0,35545.91281301815,0
9658,92405520,Surname_9658,500,France,Male,42.0,0,50252.08127402611,1,0,0,56545.968560524016,1
9659,91546987,Surname_9659,545,Germany,Male,47.0,4,201442.403188389,3,1,1,123213.99934673597,0
9660,12853392,Surname_9660,794,Spain,Male,50.0,2,43832.04910578714,1,0,0,111338.3887704005,1
9661,54619626,Surname_9661,422,France,Male,49.0,5,108472.95157702231,1,1,1,119170.52281048859,0
9662,17566125,Surname_9662,479,France,,34.0,2,164847.46437036403,4,1,1,131111.58127857913,1
9663,98902295,Surname_9663,729,Spain,Male,35.0,1,36857.64753594273,2,1,1,116318.5481677873,0
9664,81364280,Surname_9664,819,Germany,Male,35.0,0,175069.34895962267,3,1,1,119976.36553128554,0
9665,88180646,Surname_9665,820,Germany,Male,51.0,2,237454.32684921546,1,0,0,99869.09660587326,1
9666,97833920,Surname_9666,681,Spain,Female,22.0,8,211989.0148725306,4,0,1,15032.456572345945,0
9667,12255241,Surname_9667,427,Spain,Male,39.0,2,81307.20337950514,3,0,1,71221.60016690829,0
9668,15416478,Surname_9668,409,France,Female,31.0,5,12862.632894826642,1,1,1,12209.246577757094,0
9669,18866312,Surname_9669,716,Germany,Male,41.0,9,74551.37995840941,2,0,1,147491.63691366624,1
9670,94264373,Surname_9670,603,Germany,Male,19.0,6,181674.67921267918,4,0,0,16645.845134852054,1
9671,90772318,Surname_9671,451,Spain,Female,45.0,5,166343.9048452497,4,0,0,102916.11323421245,0
9672,67325112,Surname_9672,457,France,Female,53.0,2,59439.222102458196,4,0,1,96503.51543786124,1
9673,10819351,Surname_9673,540,Germany,Female,46.0,6,245894.0654042038,1,1,1,47607.17034624461,1
9674,93109315,Surname_9674,640,Spain,Female,59.0,6,105200.76683385437,1,0,1,79899.26399033541,0
9675,91782883,Surname_9675,687,Germany,Male,50.0,3,119067.5234663022,4,0,1,140042.42084124178,1
9676,62712908,Surname_9676,535,France,,35.0,5,9093.554676676025,1,1,0,82446.96445676858,1
9677,97895740,Surname_9677,694,Germany,Male,30.0,5,132966.63674538178,1,0,0,43100.65129976097,1
9678,23152307,Surname_9678,504,Germany,Male,56.0,7,190125.6617275692,1,0,0,62923.298766998305,0
9679,97880078,Surname_9679,442,Germany,Male,21.0,5,133883.5799926323,2,0,0,73345.98100679163,0
9680,46906978,Surname_9680,676,France,Male,53.0,2,54109.053211235434,4,1,0,93551.47854691799,1
9681,50462605,Surname_9681,623,Spain,Female,56.0,0,82433.37678231983,3,0,1,112744.811081119,0
9682,40774635,Surname_9682,370,France,Male,53.0,3,194177.206147956,3,0,0,142231.14732149147,1
9683,69417940,Surname_9683,575,Germany,Male,34.0,6,21911.551227384363,4,0,1,70086.21184577406,1
9684,98834387,Surname_9684,416,Germany,Male,52.0,0,125265.65800094989,4,1,0,61197.75141717287,1
9685,35725319,Surname_9685,805,France,Male,28.0,8,120686.14521542916,1,0,0,41027.04229809188,0
9686,11154025,Surname_9686,775,Spain,Female,40.0,1,203514.98944224397,3,1,0,90832.01141297334,1
9687,86793119,Surname_9687,519,Spain,Female,42.0,7,113083.63854068806,1,0,0,31789.69844657025,0
9688,15448930,Surname_9688,841,Germany,Male,50.0,8,170461.1995524782,3,0,1,28250.674924490526,1
9689,40000366,Surname_9689,566,Germany,Male,55.0,8,54370.59837568514,2,1,0,82637.06210923647,1
9690,82142851,Surname_9690,427,Spain,,42.0,6,44845.74999654764,3,0,0,121368.22589823166,0
9691,72293950,Surname_9691,730,France,Female,58.0,5,160921.11415274857,4,1,0,99451.25735797532,1
9692,32457247,Surname_9692,637,France,Male,50.0,3,104461.27385818477,1,0,0,63578.43743085543,0
9693,43003513,Surname_9693,653,Spain,Female,54.0,0,192607.3566971151,3,0,1,19810.81056337403,0
9694,75368558,Surname_9694,460,France,Male,35.0,1,119923.40091764476,1,1,0,24243.489580202946,1
9695,26129130,Surname_9695,506,France,Male,45.0,0,16829.64419043903,2,1,1,66408.3196477824,0
9696,40368293,Surname_9696,503,France,Female,30.0,6,46222.80166167692,1,0,0,87996.2375559353,0
9697,68435297,Surname_9697,801,Germany,Female,40.0,1,239118.21406663864,1,0,0,149877.2367924282,0
9698,27139775,Surname_9698,390,Spain,Female,54.0,4,22711.986788848586,4,0,1,11656.60868271078,1
9699,53026470,Surname_9699,792,Germany,Male,27.0,3,44723.13237239808,2,1,1,14685.301445733747,0
9700,85488819,Surname_9700,663,France,Male,30.0,9,246383.10904747972,2,1,0,146248.55068859848,1
9701,96908624,Surname_9701,715,France,Female,,1,47965.24172661126,2,1,1,129254.09823293715,1
9702,79515659,Surname_9702,621,France,Male,,4,26659.043337305233,1,1,0,25235.617545552406,1
9703,29310667,Surname_9703,791,Spain,,,4,157081.82992091906,2,0,0,93440.23912951205,0
9704,42339691,Surname_9704,430,Spain,Male,,6,16226.368656615086,2,0,1,43589.846031853696,0
9705,20058238,Surname_9705,422,Spain,Female,,3,60535.56377373362,4,0,1,26083.339691705063,0
9706,69783229,Surname_9706,789,France,Male,,5,54460.84216396127,2,1,1,148707.4600579652,0
9707,11071280,Surname_9707,641,France,Female,,7,15965.090893733686,3,0,1,48301.512579464135,0
9708,68051332,Surname_9708,672,Germany,Female,,6,69568.99083465934,3,1,0,76109.62044055,1
9709,42154272,Surname_9709,492,Germany,Female,,0,88426.99811234389,2,1,1,15715.028663009898,1
9710,24898022,Surname_9710,424,Spain,Female,,3,235947.30446080313,1,1,0,111435.16433815136,1
9711,46983693,Surname_9711,485,Germany,Male,,0,5867.210146871721,4,0,0,62095.84479416173,1
9712,39298193,Surname_9712,469,Spain,Female,,2,151412.16471917406,4,0,0,62446.693051008624,1
9713,22719657,Surname_9713,485,France,Female,,6,245804.5404186703,4,1,1,94003.89917945047,0
9714,79692382,Surname_9714,464,Spain,Female,,4,226889.44061516036,1,0,1,66665.5328838049,1
9715,51826714,Surname_9715,479,Germany,Male,,8,228159.57778482864,3,1,0,92693.44260232638,0
9716,58168237,Surname_9716,740,Spain,Female,,6,236113.98111251823,1,1,0,30053.519786590554,1
9717,37715555,Surname_9717,651,Germany,Female,,1,87028.93680175534,4,0,0,53226.635995678036,0
9718,38999118,Surname_9718,622,Germany,Female,,9,134055.94191970062,3,1,1,129063.21112616503,1
9719,50434616,Surname_9719,427,Spain,Male,,5,9662.184581090833,2,1,1,10260.053247925096,1
9720,28069176,Surname_9720,433,Spain,Female,,7,89591.33935339577,4,0,0,144084.71099246427,1
